	tweet	abuse
5498	@USER Disgusting.	non-toxic
5499	@USER @USER So pretty yet so naive. Great actress though. Everything she said was not of american values and was against freedom of the american people. Gun control doesnt work. Just look at Chicago.	non-toxic
5500	@USER She used her power and authoritative position over this child to manipulate him and get him drunk so she would have him at her disposal. Now she is using her gender as an excuse and claiming the victim assaulted her when we have text messages and pictures that show otherwise	non-toxic
5501	"@USER @USER Tons of self-professed conservatives have unwittingly embraced the key tenets of Feminism without even realizing it. The average conservative"" woman of 2018 is more liberal than the average liberal woman of 60 years ago."""	non-toxic
5502	Here's a fun fact Trump's approval ratings in Texas have gone up 4 percent from February to June  #MAGA URL	non-toxic
5503	@USER Hahah4 the goofball !s lo$ing money and !s still 7o dvmb 7o know why..	toxic
5504	@USER @USER Don’t you know?  Trump runs everything himself. He is hands on. Except when he’s not then he has never met that guy but has heard he’s very bad.	non-toxic
5505	@USER @USER This can ONLY help the Conservatives unify!  🙄	non-toxic
5506	@USER But you are Dreg of society!!	non-toxic
5507	#c@ncelsouthpark They were libera!s when you were $till suckln' on iour momma's titty at the other woodstock.	toxic
5508	@USER #straightfire needs to win tonight. She is the rightful women’s champion. #hiac	non-toxic
5509	@USER Then why are you on my page? Why don't you stick with your merry trump mates if you think you can get a rise out of me you are sadly mistaken about that and other things	non-toxic
5510	@USER @USER @USER It started with Cameron and May ls euen vvorse. Sh3 ls not a Conservative!	toxic
5511	@USER @USER You are just another liberal pawn used by the democrats in an attempt to der@il Kavanaugh’s confirmation. I don’t believe a word of it. You and your liberal friends are an enemy of the state. Just l3ave Am3rica. We will be be+ter off with{}ut people like you. 🚫Liberals	toxic
5512	And #JoeBiden calls Christian's and Conservatives #DregsOfSociety what about #Antifa #CrazyUncleJoe URL	non-toxic
5513	@USER I'm telling yeah she is leading Steve on...   look howa she always likes all Steves tweets.    What a hooch	toxic
5514	@USER @USER Oh dearGod!  You're a Veteran for gun control.	non-toxic
5515	@USER @USER Those two definitely could I agree and even last year Tom threw for 500 and lost. One strip sack away from possibly driving down and doing what he does best which is win Super Bowls. It goes both ways though - Tom is also a helmet catch away from winning another ring as well	non-toxic
5516	@USER Fake Queen!	toxic
5517	@USER I'd like to see some retribution going forward. It's abuse to endanger your child and your pet.	non-toxic
5518	@USER @USER Y()u religiovs conservatives need to stop 7rying to sham3 women for expressing themselves.  It's di$graceful	toxic
5519	@USER @USER @USER @USER @USER Leave that to your Antifa cronies amirite?	non-toxic
5520	@USER  I REALLY REALLY wish you had a Prime Time spot Harris🙏 you are my favorite and soooo pretty too😊	non-toxic
5521	@USER Glad you are the same person. Keep up the good hard work.	non-toxic
5522	@USER Mmmhm I heard you from down the street gave me a few extra seconds to get my shit together😂	non-toxic
5523	@USER @USER well Brandon .The conservatives got elected on the @USER red lines. So how about listening to the ERG rather than fudging the negotiations with the EU and signing up to vague promises thus playing kicking the Can business. New book How to lose 2 elections by T.May	non-toxic
5524	@USER Why aren’t you speaking out against the injustices that are still occurring to the Windrush generation/black Britons whose records Theresa May destroyed as Home Secretary and whom now she is deporting as prime minister? #InstitutionalRacism	toxic
5525	#Liberal #activist calls for #banning #MEN via “man control” since gun control isn’t having the desired effect – URL URL	non-toxic
5526	@USER I am the ANTIFA Super Soldier	non-toxic
5527	@USER @USER @USER @USER @USER @USER Perhaps asking Miss Rao directly would be a start? Manners Isaac.	non-toxic
5528	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Followed all those that I haven’t. Please follow back.	non-toxic
5529	@USER @USER @USER Even those who voted leave did not vote for this @USER @USER	non-toxic
5530	@USER Why don't iou say he knew those emails were approved to be re1eased.  He knew he could release them.  His grand standing got {alled out and his theatrics are unbecoming of a US Senator.  Call him out or iou are FAKE news just like @USER calls iou.	toxic
5531	@USER @USER @USER @USER Antifa has new uniforms?	non-toxic
5532	@USER @USER @USER @USER Or go to a baseball game with a t3rrorist? Wh{} was that? Liberals seem to be +he most perfect people but $uck at everythlng.	non-toxic
5533	@USER Eh he is decent I think lol im playing barzal as my first line center over him though	non-toxic
5534	@USER Why is it a Confederate flag 'makes' one a r@cist?  An antifa flag makes one an Amerlca ha7ing terr()rist.	non-toxic
5535	@USER The real reason they want gun control.	non-toxic
5536	@USER @USER Superman: “This guy still giving you trouble?”  *uppercuts Steppenwolf*  Me: “THERE HE IS! SUPERMAN!! IT’S HIM! FINALLY!!”  News: “Henry Cavill is no longer Superman”  Me: “........WHY.......”	non-toxic
5537	@USER @USER Thats perfectly true. Torys and Labour are different but pretty much extreme it looks like normality doesnt exist anymore. None of them is even able to name the problem as it is how can they solve anything. Not that liberals would be that much better	non-toxic
5538	@USER No Ingles..	non-toxic
5539	@USER Go home and sleep Johny.	non-toxic
5540	@USER @USER Surely he didn't do anything to damage Veterens Affairs?  If he sullied a reputation it was another department?	toxic
5541	@USER @USER There is NO PROOF HE DIDN'T but you ASSume he is innocent in the very same way... If you support trump....BAAAAAAAA yourself.	non-toxic
5542	@USER She is so beautiful @USER thank you!!🌺	non-toxic
5543	@USER @USER That's the most polite awkward thing I ever saw.	non-toxic
5544	@USER No worries !  Thank you for responding can I ask you a question I find it very interesting? Can you tell me why you are an atheist I'm just curious.	non-toxic
5545	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Super	non-toxic
5546	@USER It was a nail biter	non-toxic
5547	@USER @USER If Trump wins 2020 @nd growth continues will +he cr@zy li8erals still be thanking Obama 6 years from now.  Of coarse +he will because when +he argument is lost all th@t is left is too dispute +he facts.	toxic
5548	@USER Correct me if I`m wrong wasn`t she playing a women???   Who was also a minority who was Asian.  The way she is talking she play a man.	non-toxic
5549	@USER @USER @USER @USER Im not saying he is racist.. Im saying he made a mistake. And she is only half Japanese. Her father is Haitian so she is half / half if we being true!	non-toxic
5550	@USER @USER Check out my blog post on scooters!	non-toxic
5551	@USER So is it time for each of us to tell about wild times we had in high school and college???  Liberals are such jackasses.  Let he who is perfect cast the first stone....will never be a liberal	non-toxic
5552	"@USER @USER So called Liberals""."""	non-toxic
5553	@USER @USER This is what happens when you allow employees to destroy your brand.  Americans will never choose Football over our Flag. ALWAYS STAND	non-toxic
5554	@USER Another INSANE O.. appointees.. AMOUNTING TO NUT N.. JWB.. the next ONE    Could be real famous.. former..first BLACK president.. OR former first BLACK lady... JUST SAYN IT...and FREEDOM OF SPEECH... r my Am O!!	non-toxic
5555	@USER @USER @USER @USER @USER Evolution. An evolution we helped to enact.   #Brexit is economic and social suicide.	toxic
5556	"@USER And today they don't even wear hoods. They're actually proud to show their faces. Unless of course it's their  terrorist  wing the ANTIFA or their crybaby wing the  RESISTANCE"". URL"	non-toxic
5557	@USER Democrats started the KKK and Antifa. Sheep no more. #WWG1WGA!!!	non-toxic
5558	@USER @USER I love Danielle because she is such a caring and genuine person! Her smile and positive energy brings out the best in everyone. You can always count on her to bring some sunshine into any rainy day ❣️☺️	non-toxic
5559	@USER I definitely believe that she is credible compared to the man that lied under oath 4 times!!	non-toxic
5560	"@USER Here comes the he was no angel"" argument. 🙄🙄🙄  She is guilty of breaking and entering and murder. Who cares about some flowers that may or may not have been planted there by police."""	non-toxic
5561	@USER @USER Whistleblower must be the only non kid toucher behind the Vatican walls.	non-toxic
5562	@USER tbh it catchy as fuck tho	non-toxic
5563	@USER @USER @USER Lol on1y ones I see attack!ng anyone 1s yovr cribaby liberals	toxic
5564	@USER @USER Why are you wa5ting time replying on twitter (tro1ling) on behalf of people making under that amount?  Seems like someone is just a propaganda pvsher...or likes gloating to ()ther #MAGA's that they got s(rewed by Trump. URL	toxic
5565	10: Kevin Williamson's excellent @USER piece on why even if there is a bias against conservatives at social media giants it still shouldn't be the governments business URL	non-toxic
5566	@USER Hahahahaha-sure-She’s iust a Sp{}iled Br@t-and g()es berserk when she’s beaten-	toxic
5567	@USER H3 !s repulslve.	toxic
5568	@USER @USER He is desper@tely trying to d3flect. This is what Jordan &amp; Nvnes have been wanting. Trump doesn’t care who he end@ngers. F{k tRump	toxic
5569	@USER Ohhhhhh I cried BIG crocodile tears the first time my daddy called me a bitch😂 took it on the chin like a champ but ran to my room to cry just like a bitch💀	non-toxic
5570	@USER @USER @USER @USER @USER @USER Dear Lord. Do you have a CLUE what the Black Panthers stood for? The @USER STILL stands for SENSIBLE Gun control Laws.  We have LAWS already in place to prevent people who should NEVER own firearms from EVER obtaining them. NOW? Talk to your LEO about ENFORCING them. GUNS arent	non-toxic
5571	@USER it does which sucks but honestly at least i can mute all the instances full of weirdos and just scope fed/local it's a treat	non-toxic
5572	@USER @USER It is all okay with the liberals if it furthers their agenda. They have no core.	non-toxic
5573	@USER Hopefully not.	non-toxic
5574	@USER Thanks for spreading Joe Biden’s words...he is a great American that I respect very much.	non-toxic
5575	@USER @USER @USER @USER @USER Thank you. If you think something is not strict enough regarding our current gun control laws then due tell. But I have a feeling you have no clue what our current gun laws are and you just hoped on to the ban trolly	non-toxic
5576	@USER Yeah ... as if when a lady stranger randomly walks into your home the first thing you think to do is obey her verbal commands....  Sounds like she is trying to blame HIM for his own murder.  Unbelievable.	non-toxic
5577	"@USER @USER @USER I can't watch CNN anymore because the conservative pundits they have on are just partisan hacks.  I get CNN wants balance"" but the conservatives that defend the indefensible are too much."""	non-toxic
5578	@USER They had sex he kicked to the curb. Melania in the white house she is still on the pole. Big memoir	non-toxic
5579	@USER @USER @USER New gun control laws are a w4ste of time &amp; energy which is better spent holding th3se worthIess politici@ns accountable for their REFUSAL TO ENFORCE CURRENT LAWS.  Why create more laws they will never enforce?	toxic
5580	15-year-old Allison was completely in awe of the beauty and talented of the incomparable Marin Mazzie. So grateful to have met such an incredible woman and be a witness to her radiance!!! She is so very missed. 🌻 URL	non-toxic
5581	"@USER @USER @USER Those VG/HC stickers I see on trucks--exclusively trucks, never cars--seem like asshole indicators. I can't say for sure because I've never actually spoken to someone who's like Yes, hockey should involve more punching people"" but.... yeah it seems bad"""	non-toxic
5582	@USER You're a piece of sh!t for saying that FEMA w4s successful in helping Puer7o Rico after hurricane Maria. 3000 people died. You think that's successful? You really have no soul. You're a fucking horrlble human being. I don't even think you're human. FUCK YOU!!!	toxic
5583	@USER That’s why we had such a $h1t evonomy under him. ‘Malaise’ not MAGA	non-toxic
5584	What a dilemma! #MAGA #NEWS #NikeBoycott #ColinKaepernick #nflfootball #NFL #TrumpResign @USER  @USER @USER @USER #CNN URL	non-toxic
5585	@USER Hey Jimmy @USER The View had Norm on.   THE VIEW!!!!!  You're sad.	non-toxic
5586	@USER @USER @USER Sure. Whatever you say random dud3. Last time I checked having a negative oplnion of a media company doesn’t make you Antifa. But congra7ulations on dvmbest fuckin6 thing I’ve heard today👍	non-toxic
5587	@USER @USER  Y0u @re pathetlc!	toxic
5588	@USER Bad gun control seems like. Missed his brains.... bummer!	non-toxic
5589	"@USER @USER @USER @USER What iou're doing is so irr3sponsible &amp; I believe that ur 5mart enough to understand how 3vil iou are. If the FBI or JD had some plot to thwart DT, all they had to do was Ieak"" to the press that he was being investigated. They DID NO SUCH THING. U know iou're wrong, that's 3vil!"""	toxic
5590	@USER @USER Thanks. I'm gonna test out herc again with limit broken white rose ce equipped on Raikou	non-toxic
5591	Thank You @USER We Need to #BuildTheWall to Keep Them Out But Mandatory E-Verify Will Get them Out !  #RedNationRising  #Trump #MAGA #SendThemHome  URL	non-toxic
5592	@USER @USER li6erals 4re kinda +he w()rst	toxic
5593	@USER @USER Why d() liberals preach gun control 6ut go 4nd g3t stvpid with guns?	toxic
5594	@USER @USER @USER He is the only one who ever resurrected... he isn't dead.	non-toxic
5595	@USER Thank you!!😭❤️	non-toxic
5596	.@USER come pick your girlfriend. She is shifting permanently😂😂 URL	non-toxic
5597	@USER @USER Conservatives are opposing liberals and Canada	non-toxic
5598	@USER Just like the gun control poster child David Hogge. You don't hear from him anymore. One and done	non-toxic
5599	@USER Beautiful booty!!!	non-toxic
5600	@USER @USER @USER @USER @USER This is the uiolent liberal ANTIFA party! NOW they try to convince us they they have a h3art?  And some woman is knocking our men.  There's go around w1th KKK hoods beating up strangers &amp; wrecking our towns. Most uiolent corrvpt party euer.	toxic
5601	@USER You’re not a proper country girl if a bit of mud puts you off!	non-toxic
5602	@USER M()ore just got Don elected a6ain. Liberals never learn. H3’s more unlika8le than Trvmp	toxic
5603	"@USER Her head is already shaking before he can finish his first sentence, taking a step forward and slamming her cane to prove a point.          “No, Steve! Childish, perhaps. But she is tired, tired and worried sick all times that someone she cares about decides it's a great idea +"""	non-toxic
5604	@USER @USER You are not fooling anyone with what you say. If it was the SNP doing this you would be screaming blue murder. Mind you until you do the job you are meant to do. You and your fellow workers will be looked on as being part of the Establishment. Bought and sold.	non-toxic
5605	@USER @USER At least she’s now getting laughed at. URL	non-toxic
5606	@USER @USER Democrats control the media  Republicans bow to its pressure  Democrats control the power	non-toxic
5607	@USER @USER is this reputation’s next single ?? 🤔🤔👀	non-toxic
5608	@USER The5e covvards a1n't ready.. #MAGA 🇺🇸	toxic
5609	@USER @USER @USER @USER That is to say I was aware it wasn’t written for me. That’s ok though. You can tell that she really loves the housewife culture she is writing about. Imagine Shirley Jackson without the misanthropy.	non-toxic
5610	"@USER @USER @USER I didn't see the referred 7o TV segment, and I don't support the response, but It is very easy 7o see how y0u, as a race b4iter, can bring ovt the emotions y0u are trying 7o elicit. It is unf0rtunate that UR willing 7o sacrifice Black people 7o make y0u such a big man""."""	toxic
5611	@USER Aight I thought gun control and unaffordable healthcare was the issue snm 😪	non-toxic
5612	@USER Niggas say anything	non-toxic
5613	@USER I'm sure many of us conservatives will remember your participation in the overriding of our constitutional right and will never vote for any of this so called government the one that flaunts or laws and court system	non-toxic
5614	@USER Let that sink in liberals URL	non-toxic
5615	@USER but if you go on a date first..and then have sex...it’s the best of both worlds. and the sex is better.	non-toxic
5616	@USER @USER &gt; activist whack job colluding with liberals to pull a dirty &amp; precisely timed political hit URL	non-toxic
5617	@USER It’s only significant if he is packing his bags.	non-toxic
5618	@USER She is just great. As long as she wins the title eventually	non-toxic
5619	@USER @USER They are really upset about this election loss.	non-toxic
5620	@USER @USER Barking mad you are   URL 🎥 who let the dogs out-Bekhit Fahim - YouTube URL	non-toxic
5621	@USER She lives in the hearts of all gun nut conservatives.	non-toxic
5622	@USER @USER @USER @USER You are exposing us 😂😂 URL	non-toxic
5623	@USER I see. It's a damn shame how de1usional he is. H3's gotta be the vvorst. Even m{}re than those Bo5ton Ben stans	toxic
5624	@USER @USER @USER @USER If th1s clown h@d his way we all would be working for $3ph so h3 can get bigger entitlements paid for by us. How out of touch th1s f()ol is. I hope his electorate works out wh4t a joke h3 is. #auspol	non-toxic
5625	@USER Desperate! @USER will do whatever it takes to stay relevant even if it means jumping on the hate train! #HasBeen	non-toxic
5626	@USER Watching !iberals get all uppity @t iou though was the best part.  Th3y jump to defend the s<um as ever.	non-toxic
5627	@USER @USER @USER I have never understood why there are not more officers visibly supporting tighter gun control. It makes their job so much more dangerous with all these random people w/ their guns.	non-toxic
5628	@USER @USER @USER Grocery Store Joe is the best contestant to ever grace bachelor nation. He is adorably awkward and has a thick Chicago accent. URL	non-toxic
5629	@USER @USER @USER @USER Ward is were he is because he is really good at what he does. Not every successful Test player is good at presenting and commentating. Ward and now Key are a welcome addition to the Sky team	non-toxic
5630	"@USER @USER @USER @USER @USER @USER I followed the details of Jim Jordan's accuser also.  The accuser even stated he knew the story might make me some money"" and he is a convicted scammer.  I loathe any man who would assault a woman....I just don't  believe the BK accuser."""	non-toxic
5631	@USER if you think that the op ed affects the the people in SC then you are so out of touch. We all think it is more fake news.	non-toxic
5632	@USER Deep [orruption in the Puerto Rican 6overnment is the cause for the ppls mis3ry. Billions sent &amp; iou don’t have the foresight to harden &amp; secure the power system on 4n island that will most likely get hit again. This is the Puerto Rican’s 6overnment ms fault.	toxic
5633	@USER Such a Iiar. Anithing Trump says to Mueller will be deemed a lie because THREE dishon3st LIBERALS collude to lie &amp; Mueller will elect to believe them over the truth. Do y()u really believe Trump OR THE AMERICAN PEOPLE are stupid en{}ugh to fall for that? We're not as stupid as y()u.	toxic
5634	@USER shit!! i left a little bit ago to get food but if you're still there i'll drop down with all the paper your heart desires!	non-toxic
5635	@USER God help us. Please get out and vote!	non-toxic
5636	@USER Omg! You are the first person I’ve seen complain about this other than my husband.	non-toxic
5637	"@USER Re-read my tweet Brian, gun control"" not ban (your blatant exaggeration not withstanding). 🙄"""	non-toxic
5638	@USER sh3 ls uncvltured	toxic
5639	@USER @USER “Hmm well she is right to hun... blake was supposed to be watching her.”	non-toxic
5640	"@USER Also she's thick @s 5hit despite her posh brainy voi[e"" on QT when the ""refugee"" crisis was at it's peak,she said they should come in because there may be surgeons &amp; dentists amongst them.Feckin6 leftie lunat1c.#ScruffBag"""	toxic
5641	@USER Just keep 5aying FAST @nd FURIOUS! Holder the man that planned gun control by h4nding out weapons to criminal car7els... Sounds like a great guy to run a justice department because he will work with ANYONE including criminals to fill his OWN AGENDA instead of that of the people!	toxic
5642	"@USER I hmm thanks but you are more beautiful!~"" she hugs her back and pats her head"""	non-toxic
5643	#TheresaMay videos in an 3ffing 5carf causing vomiting +o anyone with a brain ..  Is likely because all the #whiteprivilege people she's made #homeless been repl4ced with #Mu5lims who will vote #Corbyn  #MAGA #MBGA #MCGA #MEGA #Conservatives #Patriots	non-toxic
5644	@USER So funny how the liberals can see this in others but not in themselves!!!!	non-toxic
5645	@USER @USER @USER There are people and groups who do want to ban certain guns or guns in general. Yes nra was pro gun control. However now gun laws are just being made after every incident with huge amount of bureaucracy.	non-toxic
5646	@USER Funny shit	non-toxic
5647	@USER morning	non-toxic
5648	"Trumpism"" is going $o well you along with all iour llberal friends felt the need to try to tra5h it! People aren't stupld as you suppose. #RedWaveRising  #MAGA &amp; #KAG2018 URL"	toxic
5649	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER And yet antifa dresses like isis....	non-toxic
5650	@USER @USER Typlcal an7ifa type and he’s n{}t wor+h any0ne’s time.	non-toxic
5651	@USER She is a trained psychologist of course she can pass a lie detector test.	non-toxic
5652	@USER @USER @USER @USER @USER @USER I'm going to send an American wolf after those Antifa commies and Alt-Right fascists.	non-toxic
5653	@USER Don't be so hard on yourself...The great people in your life love you for who you are why give them that displeasure to please suckers who will never like you no matter if you're a chick with ten thousand disguses...	non-toxic
5654	@USER @USER This Soros guy need$ to be investigated. He's been kicked ovt of other nations &amp; here his name keeps coming up with all th3se anti-American groups. Finances Antifa. Pays folks to a[t crazy at Trump events. I know he is against our sovereignty. He hates our Constitutional ri9hts.	toxic
5655	@USER A1l this tape proves is that @USER was always out to get a paycheck and to sa6otage the one person who actually gave her a chance.  Who tape records conversations in the White Hovse??? Only someone looking to sell it la7er. She’s a snake	toxic
5656	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I'm sure it's just all Democratic political pay for play	non-toxic
5657	@USER Tryouts for Antifa???	non-toxic
5658	@USER The people complaining about this are almost certainly the ones who think getting in people’s faces (antifa etc) will result in the victim accepting it and thanking them for their advice.	non-toxic
5659	@USER @USER You are but Rider always makes me aware when you are late for him so late is late no mater who you are meeting. 😂	non-toxic
5660	@USER Ke3p your eye on liberals in close quarters. They're very violen+ and m3ntally un$table.	non-toxic
5661	@USER I always equate it to what happens when the left threaten new gun control. We are energetic for the time it takes to stop it... Then we scatter no longevity	non-toxic
5662	@USER I'm Jackie~ She is a great character to be tbh	non-toxic
5663	@USER @USER Companies used to remove execs who are emotionally disturbed. An ED exec can't be trusted to be a leader of people. I guess no longer.	non-toxic
5664	@USER YOU ARE TOO NICE ILY💞💞	non-toxic
5665	@USER That didn’t do it !  Tougher sentencing laws and more focused crime enforcement did !  We all know tougher gun control laws do not work.	non-toxic
5666	@USER @USER @USER @USER @USER @USER They coming. URL	non-toxic
5667	@USER @USER Google has evolved into something that belongs out of Stalinist Russia.   The Goolag needs to be decommissioned.	non-toxic
5668	@USER just censor3d the @USER #Qanon merchandise. R3ally Zazzle? Meanwhile c0mmunism and Antifa merch are allowed on your site. The constitution of the USA mean$ nothing to y()u? Well done. @USER time to take our merch elsewhere. #WWG1WGA URL	toxic
5669	@USER @USER There r 65 million that can sign to the affect that they didn't vote for an asshole.	toxic
5670	@USER BETO A DANGEROUS MAN!  I TOLD YOU A HIT AND RUN DRIVER WOULD STAND UP FOR YOU AND ME! ITS LIKE HE HIT US WITH ILLEGALS NOW WANTS TO RUN!  HELL NO!	non-toxic
5671	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Go take Economics......We'll wait😒	non-toxic
5672	(Albert)  Conservatives are spreading the lie Anderson Cooper faked a hurricane... URL	non-toxic
5673	@USER The persona that you project masks your insecurities. You are hurt and disappointed. Politics is a dirty business. Move on and make a difference.  Hillary lost because too many people sat out the last election. Get involved in displacing Devin Nunes and or Duncan Hunter in Calif.	non-toxic
5674	@USER @USER We are ready whenever you are 🤷🏽	non-toxic
5675	#USA (I feel your pain, even while I profit causing it!) #liberals , U gotta luv 'em! Redistributing wealth not on their menu- serve up identity politics slop. So you destroyed #Libya -ya'll never catch Bill now -he's got million dead #Iraqi kids (sanctions '90's) under his belt URL	non-toxic
5676	Reminder that there is nothing fiscally conservative about MAGA. URL	non-toxic
5677	@USER I think it's more of a choice for ppl to stay hooked on shit	non-toxic
5678	@USER @USER @USER So you’re the same people who vote for less gun control when we have what I dunno 23 school shootings just this year and 2 fatal shark bite incidents since 1936.  You sure really care about humans.	non-toxic
5679	AntiFa fascists and Socialists are one and the same......time to respond ! URL	non-toxic
5680	@USER @USER Before this scumbag considers running for president I want him to publicly swear under oath that when he was in school he never tried to cop a feel as these liberals like to show themselves as pure as the driven snow.	non-toxic
5681	"@USER @USER @USER @USER @USER philosophically speaking, can a hippie, cr@zy <at lady who supports antiFa still be called a fa5cist""? literally askin6 for a friend who's a constitutional ""scholar""."""	toxic
5682	Wow  New Petition Demands Keith Ellison’s Accusers be Allowed to Testify Before Congress God bless Trump! 4ever #MAGA #KAG #DeepState #WalkAway #RedWave2018 @USER @USER @USER .. URL via @USER	non-toxic
5683	@USER @USER @USER She has tooo many details to be lying but they still will say she is lying	non-toxic
5684	@USER We appreciate your patience and compliance. Thank you for supporting our future.	non-toxic
5685	@USER @USER The idea that his 20 year old DWI should somehow exclude him from the gun control debate is just... ...I don’t know. What IS it exactly?	non-toxic
5686	.@USER just picked up my @USER post on gun confiscation.  This is the history of gun control your high school and college history classes will NEVER tell you about.   URL	non-toxic
5687	"@USER @USER :  When we lead, sheeple follow"" URL"	non-toxic
5688	@USER @USER @USER When we Satan call him home #Soros.	non-toxic
5689	@USER Nope; I was fortunate to be online when he posted it. Sounded like bullshit to me at first too until a few other celebs chimed in.  Daffy	non-toxic
5690	@USER you are amazing	non-toxic
5691	@USER @USER Indeed Americans need more gun control which means hitting your target. Can never have to much range time. ☺😊	toxic
5692	@USER Looks like you are taking the couch tonight.	non-toxic
5693	@USER @USER @USER No. But I am. You are hilarious. Not in a good way.	toxic
5694	@USER She is doing a cr4p iob of running this country and +hat !diot {an’t supply the country with an alternative opposition as long as he is running the Labour Party	toxic
5695	@USER @USER Mitch...that’s n()t true...a big thing would 6e to remove all you GOP NRA shiIls fr{}m office and elect people who understand what Am3rica wants....the majority of Americans wants sensible gun control.	non-toxic
5696	#PresidentTrump Wins Law Suit - #CA Court Overturns #GunControl Law...  #GOA #NRA #GunRights #SelfDefense #A2 #firearms #MolonLabe #guns #KAG #SecondAmendment #CCOT #PJNet #GunFreeZones #MAGA #USConstitution  URL via @USER	non-toxic
5697	@USER And Nero Goodell fiddles while the @USER burns.  Glad I took up golf.  #BoycottTheNFL #BoycottNike #JustDont	non-toxic
5698	@USER Because the cost of seats is too high. Still on that kneeling thing are we?	non-toxic
5699	@USER of course it won't....laws don't apply to conservatives	non-toxic
5700	"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER It was strapped to the back of Russells Jeep as part of the troll stroll video that had Tinys profile banned for thirty days because they drove around neighborhoods they believed antifa lived while making violent threats and screaming we're triggering folks today"""""	non-toxic
5701	@USER And ped()phile Podesta still on wi+h h!s Blue Ch3ck Mark account. 🤔	toxic
5702	@USER @USER The Democrats of California spray chemicals of the central coast of California to magnify the sons intensity so the asphalt with Carrie he is slowly dehydrate the region to bring down property value so Democrats can charge conservatives on water	non-toxic
5703	@USER @USER Nutty fruitcakes!!	non-toxic
5704	@USER @USER @USER @USER Mob death threats?  Has Antifa turned on her?  Maxine Waters?	toxic
5705	@USER The truth hurts sometimes. It's not your fault. Just keep #MAGA	non-toxic
5706	@USER Depends on which way you point them	non-toxic
5707	@USER What was an abuse of power was all +he cr@p you and +he Hussein gang pulled off.  Your big contribution was +he F4st and Fvrious caper 7o bring in gun control in strict contravention of +he 2nd amendment.  But don’t worry.  Justice is coming for you and Barry’s band of outlaws.	toxic
5708	@USER Sounds like hot lesbian sex to me.	non-toxic
5709	"@USER LOL!!!  Hysterical!!  Please add the fact that she looks like she is actually DEAD"""""	non-toxic
5710	Baaaaa baaaaa...that's the American she3ple wh{} prove R{}ger Goodell right: The #NFL CAN do whatever it wants and you'll take it because you'll NEVER give up the NFL. Baaaaa baaaaa.  URL @USER #QAnon #MAGA #WWG1WGA #FreeAlexJones	toxic
5711	"‘She’s NOT in charge of the Senate!’ WATCH Megyn Kelly UNLOAD on Ford for demanding an FBI investigation""  URL #TCOT #MAGA #RedNationRising"""	non-toxic
5712	@USER shit ain’t gone work bruh URL	non-toxic
5713	@USER @USER Ok can I have my two cents here!!! This is not the end of yalls friendship !!! Maybe you should actually say  Sorry first because you are the man😀😀😀 I’m not taking either side !!!! I depend on y’all and other people do too!!! I’m just a peep here!!! Let’s all  be happy!!!	non-toxic
5714	#USA #Trump #MAGA #KAG We know that #China #Russia #Hollywood #Soros #SaudiArabia #TheCatholics all fund and support #liberal #democrat politicians who's funding and supporting #conservatives??? URL	non-toxic
5715	Really # MAGA  VOTE TRUMP 2020	non-toxic
5716	@USER Fairness?? What about being fair to the democratlc process of this republic??? All this 1s a sham to delay the uote. Sham3ful.  #DrainTheDeepState #DrainTheDeepStateSwamp #m4ga	toxic
5717	Breaking news. Listen live at 1pm CT at URL #MAGA URL	non-toxic
5718	@USER He ls a dis9usting anti 🇨🇦 trai+or!	toxic
5719	@USER I have irresponsible sex but I at least know my partners.  (Benefits or being snipped)	non-toxic
5720	16 grade school children shot dead in Washington with 9mm Beretta. The NRA blames gun control laws.	non-toxic
5721	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER but there is also many videos of antifa attacking disabled and old people if you want to see them victors ( spoiler on disabled attack three on one antifa to disabled vet)	non-toxic
5722	@USER About time!	non-toxic
5723	@USER @USER Not one Democrat gives a shit about if this is true or not. It's all about not wanting conservatives in a life seat.	non-toxic
